File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF710ZXI	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR953XJY	BruUV-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF018XWT/, /files/ENCFF391MOR/, /files/ENCFF453ARA/	1028639	Mats Ljungman, UMichigan	426e5237491266dd07ba7722ff03add6		https://www.encodeproject.org/files/ENCFF710ZXI/@@download/ENCFF710ZXI.bed.gz				released	s3://encode-public/2022/12/22/bcc4a05c-ad75-4234-bf32-8218d1e5fa56/ENCFF710ZXI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/bcc4a05c-ad75-4234-bf32-8218d1e5fa56/ENCFF710ZXI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF279LLK	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF964GGA/	841472	Mats Ljungman, UMichigan	a8f86bec14671ada942fbd7036ac1c79		https://www.encodeproject.org/files/ENCFF279LLK/@@download/ENCFF279LLK.bed.gz				released	s3://encode-public/2022/12/21/383c16b8-30a4-491c-aafd-a49f28663dbe/ENCFF279LLK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/383c16b8-30a4-491c-aafd-a49f28663dbe/ENCFF279LLK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF434MAT	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF411YIO/	866408	Mats Ljungman, UMichigan	39b77533986f5fcb50a116b88371c9de		https://www.encodeproject.org/files/ENCFF434MAT/@@download/ENCFF434MAT.bed.gz				released	s3://encode-public/2022/12/21/7b0bcb25-5717-4a4a-8a94-3af8a2d27bd1/ENCFF434MAT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/7b0bcb25-5717-4a4a-8a94-3af8a2d27bd1/ENCFF434MAT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF328YWT	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF743GIV/	313844	Mats Ljungman, UMichigan	b3aaf71126eca239166072468ece76da		https://www.encodeproject.org/files/ENCFF328YWT/@@download/ENCFF328YWT.bed.gz				released	s3://encode-public/2022/12/21/b4a8b7de-83d8-46c0-bdf1-40951a4d8400/ENCFF328YWT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/b4a8b7de-83d8-46c0-bdf1-40951a4d8400/ENCFF328YWT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF949SER	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF771UIL/	278198	Mats Ljungman, UMichigan	87b924cb78fb39c171648a53f7323673		https://www.encodeproject.org/files/ENCFF949SER/@@download/ENCFF949SER.bed.gz				released	s3://encode-public/2022/12/21/34cebfe5-9604-4b63-b6b0-2c674480ee6d/ENCFF949SER.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/34cebfe5-9604-4b63-b6b0-2c674480ee6d/ENCFF949SER.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF599QEW	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF878CGV/	440672	Mats Ljungman, UMichigan	0725e9389d2a72b4a4e9023c5e4ad76e		https://www.encodeproject.org/files/ENCFF599QEW/@@download/ENCFF599QEW.bed.gz				released	s3://encode-public/2022/12/21/b7bd7be4-666b-4f65-9cb3-492ce2cd25b7/ENCFF599QEW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/b7bd7be4-666b-4f65-9cb3-492ce2cd25b7/ENCFF599QEW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF421SLC	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF023NMK/	156457	Mats Ljungman, UMichigan	676c097a5f0a2b6a1271d46a4102ce94		https://www.encodeproject.org/files/ENCFF421SLC/@@download/ENCFF421SLC.bed.gz				released	s3://encode-public/2022/12/21/90236a73-0ce7-429b-8cb5-d86316999e3d/ENCFF421SLC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/90236a73-0ce7-429b-8cb5-d86316999e3d/ENCFF421SLC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF062JPW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1	1_1							/files/ENCFF051PXX/	1475563	Mats Ljungman, UMichigan	b7c46fa61d608fe57478698d49edbc69		https://www.encodeproject.org/files/ENCFF062JPW/@@download/ENCFF062JPW.bed.gz				released	s3://encode-public/2022/12/21/d603487e-2bcb-4b4d-a595-14ab640d8961/ENCFF062JPW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/d603487e-2bcb-4b4d-a595-14ab640d8961/ENCFF062JPW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF620HEI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	2	2_1							/files/ENCFF065RAZ/	2067383	Mats Ljungman, UMichigan	c1010a15f9ec4a395724b01ad45269f4		https://www.encodeproject.org/files/ENCFF620HEI/@@download/ENCFF620HEI.bed.gz				released	s3://encode-public/2022/12/21/00a374ab-156b-4c09-bfb2-0bbbe3dfe365/ENCFF620HEI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/00a374ab-156b-4c09-bfb2-0bbbe3dfe365/ENCFF620HEI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF848FCI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF051PXX/, /files/ENCFF065RAZ/	1728201	Mats Ljungman, UMichigan	7a3f0e734f80db14d758237005dfcdac		https://www.encodeproject.org/files/ENCFF848FCI/@@download/ENCFF848FCI.bed.gz				released	s3://encode-public/2022/12/22/005b4215-c36b-432f-aab8-58e26b1bda78/ENCFF848FCI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/005b4215-c36b-432f-aab8-58e26b1bda78/ENCFF848FCI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF444UTH	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR351BRO	BruUV-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											RNA					reverse	2021-01-14	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF848FCI/, /files/ENCFF062JPW/, /files/ENCFF620HEI/	607899	Mats Ljungman, UMichigan	1dd1a0ddc1dde41ba458781c534da6ee		https://www.encodeproject.org/files/ENCFF444UTH/@@download/ENCFF444UTH.bed.gz				released	s3://encode-public/2022/12/22/117f3629-459d-4ac7-a1b8-2194ca8122fe/ENCFF444UTH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/117f3629-459d-4ac7-a1b8-2194ca8122fe/ENCFF444UTH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF554MOA	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF375MLH/	1042554	Mats Ljungman, UMichigan	bfd8287cfc15b52991f8b510bbba5dd1		https://www.encodeproject.org/files/ENCFF554MOA/@@download/ENCFF554MOA.bed.gz				released	s3://encode-public/2022/12/21/9b59436a-f769-4927-abaf-720c220d6710/ENCFF554MOA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/9b59436a-f769-4927-abaf-720c220d6710/ENCFF554MOA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF402RKJ	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF147IQF/	1015442	Mats Ljungman, UMichigan	0e6d7b20b5b09b845f4bb8f6b4066a19		https://www.encodeproject.org/files/ENCFF402RKJ/@@download/ENCFF402RKJ.bed.gz				released	s3://encode-public/2022/12/21/9e1563b7-98af-4d8c-976d-21a2c7b24c76/ENCFF402RKJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/9e1563b7-98af-4d8c-976d-21a2c7b24c76/ENCFF402RKJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF394TRS	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF996ECS/	377213	Mats Ljungman, UMichigan	28c26a559cbc64a518ba67df4e8177e9		https://www.encodeproject.org/files/ENCFF394TRS/@@download/ENCFF394TRS.bed.gz				released	s3://encode-public/2022/12/21/0a739f30-d34a-48ca-90ef-347c37236b7a/ENCFF394TRS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/0a739f30-d34a-48ca-90ef-347c37236b7a/ENCFF394TRS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF825IFR	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF321PAS/	357155	Mats Ljungman, UMichigan	a7a17f7aa671c2dfbefd0c7d4434e631		https://www.encodeproject.org/files/ENCFF825IFR/@@download/ENCFF825IFR.bed.gz				released	s3://encode-public/2022/12/21/656a3d86-1ef7-422b-a5c9-867ebc1ad80d/ENCFF825IFR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/656a3d86-1ef7-422b-a5c9-867ebc1ad80d/ENCFF825IFR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF429GND	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF359GCM/	110778	Mats Ljungman, UMichigan	cb2cf95da50d0fd5d50e4ce8cb857690		https://www.encodeproject.org/files/ENCFF429GND/@@download/ENCFF429GND.bed.gz				released	s3://encode-public/2022/12/21/a99137c6-951b-4c0a-a364-26b029ff8b1c/ENCFF429GND.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/a99137c6-951b-4c0a-a364-26b029ff8b1c/ENCFF429GND.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF003YBP	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF194FQG/	127810	Mats Ljungman, UMichigan	6bf65c344c3668755b48dc2c49ba726c		https://www.encodeproject.org/files/ENCFF003YBP/@@download/ENCFF003YBP.bed.gz				released	s3://encode-public/2022/12/21/aef27042-adb5-4548-843f-797742f3f400/ENCFF003YBP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/aef27042-adb5-4548-843f-797742f3f400/ENCFF003YBP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF952UYJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF151UKW/	2325678	Mats Ljungman, UMichigan	0594a36a13ae08f242dfdd5af59e7bf7		https://www.encodeproject.org/files/ENCFF952UYJ/@@download/ENCFF952UYJ.bed.gz				released	s3://encode-public/2022/12/21/987619ba-22aa-4382-9b8f-c1f2c424a07a/ENCFF952UYJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/987619ba-22aa-4382-9b8f-c1f2c424a07a/ENCFF952UYJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF811AMZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF866OZG/	2401187	Mats Ljungman, UMichigan	293e6caf87086dabe8e94b035a20f601		https://www.encodeproject.org/files/ENCFF811AMZ/@@download/ENCFF811AMZ.bed.gz				released	s3://encode-public/2022/12/21/ec7b2103-2e22-457f-b732-95ce01446f57/ENCFF811AMZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/ec7b2103-2e22-457f-b732-95ce01446f57/ENCFF811AMZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF441JXZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF151UKW/, /files/ENCFF866OZG/	1832228	Mats Ljungman, UMichigan	cc159d0cd90f3f1fc4b425c3eaaca50d		https://www.encodeproject.org/files/ENCFF441JXZ/@@download/ENCFF441JXZ.bed.gz				released	s3://encode-public/2022/12/22/ff971066-c3b6-4dec-bb17-e9e435216866/ENCFF441JXZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/ff971066-c3b6-4dec-bb17-e9e435216866/ENCFF441JXZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF074EVG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR870SVX	BruUV-seq	/human-donors/ENCDO109DGE/	EFO:0002819	Calu3	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF441JXZ/, /files/ENCFF952UYJ/, /files/ENCFF811AMZ/	1105499	Mats Ljungman, UMichigan	a73756af9eeae6c6b3dd8ff526f18631		https://www.encodeproject.org/files/ENCFF074EVG/@@download/ENCFF074EVG.bed.gz				released	s3://encode-public/2022/12/22/f00537d9-d8d7-4482-8dc8-60aab53567c9/ENCFF074EVG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/f00537d9-d8d7-4482-8dc8-60aab53567c9/ENCFF074EVG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF496PMS	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF978DSJ/	1107964	Mats Ljungman, UMichigan	42c696458b194bfaa3211b53807742bb		https://www.encodeproject.org/files/ENCFF496PMS/@@download/ENCFF496PMS.bed.gz				released	s3://encode-public/2022/12/21/eba18a56-0b3f-4074-9c90-2323fe640d77/ENCFF496PMS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/eba18a56-0b3f-4074-9c90-2323fe640d77/ENCFF496PMS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF707YFR	bed bed9	bed	bed9	transcription segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF182PYM/	1231357	Mats Ljungman, UMichigan	92ebc259109fa2713a8baea7bb0affb3		https://www.encodeproject.org/files/ENCFF707YFR/@@download/ENCFF707YFR.bed.gz				released	s3://encode-public/2022/12/21/47fae4c4-ffd9-40c6-96d5-b963a13d7198/ENCFF707YFR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/47fae4c4-ffd9-40c6-96d5-b963a13d7198/ENCFF707YFR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF284GQL	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF551ZEH/	374701	Mats Ljungman, UMichigan	b0f4358948979c8560d8dd30636de8e6		https://www.encodeproject.org/files/ENCFF284GQL/@@download/ENCFF284GQL.bed.gz				released	s3://encode-public/2022/12/21/f9391bf9-35b6-4714-8bab-07fd3e84ed07/ENCFF284GQL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/f9391bf9-35b6-4714-8bab-07fd3e84ed07/ENCFF284GQL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF972GKH	bed bed9	bed	bed9	merged transcription segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF322UHT/	387857	Mats Ljungman, UMichigan	b9d0cf13b68f3ad4900d6fe70cf2dfd5		https://www.encodeproject.org/files/ENCFF972GKH/@@download/ENCFF972GKH.bed.gz				released	s3://encode-public/2022/12/21/ce251494-7039-40c4-8311-3f83f86f87d5/ENCFF972GKH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/ce251494-7039-40c4-8311-3f83f86f87d5/ENCFF972GKH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF884FKG	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF213SMN/	108394	Mats Ljungman, UMichigan	58e45bf1ede1792d07ba1a040241dfdd		https://www.encodeproject.org/files/ENCFF884FKG/@@download/ENCFF884FKG.bed.gz				released	s3://encode-public/2022/12/21/e26d5c7a-de11-402a-aadc-6ba024af835f/ENCFF884FKG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/e26d5c7a-de11-402a-aadc-6ba024af835f/ENCFF884FKG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF786YRD	bed bed9	bed	bed9	UV enriched segment quantifications	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF173BSH/	102542	Mats Ljungman, UMichigan	f15e57e7186a2678e70d2a0889fcbb2b		https://www.encodeproject.org/files/ENCFF786YRD/@@download/ENCFF786YRD.bed.gz				released	s3://encode-public/2022/12/21/26575c94-e6cb-4b1c-8854-5e66dfeab00f/ENCFF786YRD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/26575c94-e6cb-4b1c-8854-5e66dfeab00f/ENCFF786YRD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF983QOM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1	1_1							/files/ENCFF770BIR/	2882015	Mats Ljungman, UMichigan	9bfeb14d5ee738abfc1e82af0e2c6c47		https://www.encodeproject.org/files/ENCFF983QOM/@@download/ENCFF983QOM.bed.gz				released	s3://encode-public/2022/12/21/88960bd7-7955-43c7-b6f2-973c29c51ab2/ENCFF983QOM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/88960bd7-7955-43c7-b6f2-973c29c51ab2/ENCFF983QOM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF705XXX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	2	2_1							/files/ENCFF386VCP/	2621819	Mats Ljungman, UMichigan	b612af2647cf6185fc7d0c59d37bc18e		https://www.encodeproject.org/files/ENCFF705XXX/@@download/ENCFF705XXX.bed.gz				released	s3://encode-public/2022/12/21/83cdd837-19f0-4c2c-b534-b6c52872f62f/ENCFF705XXX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/21/83cdd837-19f0-4c2c-b534-b6c52872f62f/ENCFF705XXX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF380VMG	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR794QYB	BruUV-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens											RNA					reverse	2021-09-30	ENCODE			400-500	1, 2	1_1, 2_1							/files/ENCFF770BIR/, /files/ENCFF386VCP/	2097290	Mats Ljungman, UMichigan	b60e715bf11cd3dec326cf4d1b8c9455		https://www.encodeproject.org/files/ENCFF380VMG/@@download/ENCFF380VMG.bed.gz				released	s3://encode-public/2022/12/22/a1539dfc-2fa9-4e58-ac6c-8a91a6fa514e/ENCFF380VMG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/22/a1539dfc-2fa9-4e58-ac6c-8a91a6fa514e/ENCFF380VMG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
